heart_rate,light,stress_score,stress_category
110,695,65.2,Moderate Stress
82,2860,25.3,Normal
67,2483,29.3,Normal
105,1382,54.9,Moderate Stress
131,435,78.9,High Stress
62,3089,12.6,Relaxed
119,436,73.4,High Stress
95,1264,49.7,Mild Stress
139,400,83.7,High Stress
133,805,70.8,High Stress
140,789,83.3,High Stress
73,2779,23.3,Normal
87,2955,31.4,Normal
99,1096,59.6,Moderate Stress
79,2480,30.8,Normal
131,839,68.8,High Stress
58,2422,16.3,Relaxed
132,732,73.8,High Stress
64,2550,26.5,Relaxed
112,1000,70.1,Moderate Stress
117,702,69.3,Moderate Stress
85,2103,33.1,Mild Stress
110,1057,62.1,Moderate Stress
137,701,81.6,High Stress
93,2422,39.2,Mild Stress
89,1898,27.4,Mild Stress
62,3618,5.0,Relaxed
98,1844,56.8,Mild Stress
112,1335,59.2,Moderate Stress
67,3428,15.7,Relaxed
116,1072,63.1,Moderate Stress
135,747,78.3,High Stress
71,2345,27.7,Normal
81,2003,43.1,Normal
140,425,88.7,High Stress
134,1178,67.1,High Stress
111,1383,54.0,Moderate Stress
74,2854,23.6,Normal
99,1070,55.2,Moderate Stress
125,549,78.3,High Stress
72,3046,18.8,Normal
80,2486,37.8,Mild Stress
78,3238,19.6,Normal
103,1680,56.1,Moderate Stress
92,1755,46.1,Mild Stress
139,487,83.7,High Stress
119,1126,65.9,Moderate Stress
132,1126,76.0,High Stress
110,1171,56.1,Moderate Stress
87,1446,46.4,Mild Stress
110,1087,50.2,Moderate Stress
137,75,89.1,High Stress
68,3063,25.5,Relaxed
47,3486,10.9,Relaxed
112,1679,62.4,Moderate Stress
124,1142,66.3,High Stress
71,2091,29.4,Normal
128,774,76.7,High Stress
145,748,85.4,High Stress
99,1959,41.8,Mild Stress
78,2851,35.6,Normal
94,1504,50.5,Mild Stress
70,2763,24.0,Relaxed
70,2593,17.1,Normal
81,2766,27.6,Normal
99,2047,43.5,Mild Stress
107,1306,56.8,Moderate Stress
56,2913,8.4,Relaxed
80,2561,28.2,Normal
78,2739,34.9,Normal
84,1787,42.4,Mild Stress
61,3696,12.1,Relaxed
77,2589,28.3,Normal
97,2691,41.7,Mild Stress
107,1599,52.3,Moderate Stress
140,630,83.6,High Stress
73,2612,26.2,Normal
103,1740,49.0,Moderate Stress
54,3410,12.5,Relaxed
100,1003,55.7,Moderate Stress
80,3088,22.3,Normal
63,3490,13.1,Relaxed
97,2321,43.7,Mild Stress
95,1992,44.1,Mild Stress
134,442,79.0,High Stress
62,4057,6.8,Relaxed
142,242,85.2,High Stress
135,569,83.9,High Stress
107,744,66.3,Moderate Stress
67,3340,19.5,Relaxed
95,861,60.2,Moderate Stress
78,2839,26.8,Normal
94,1493,54.0,Mild Stress
84,2456,35.8,Normal
97,1258,51.5,Moderate Stress
68,3647,19.1,Relaxed
129,879,71.3,High Stress
130,430,83.1,High Stress
93,1945,43.9,Mild Stress
66,3477,17.3,Relaxed
127,773,73.1,High Stress
94,2577,42.0,Mild Stress
110,1563,54.9,Moderate Stress
75,2859,34.0,Normal
110,1939,57.1,Moderate Stress
101,1990,50.2,Moderate Stress
65,2477,25.8,Normal
139,650,83.0,High Stress
71,2709,21.1,Normal
111,1630,57.7,Moderate Stress
115,1221,59.6,Moderate Stress
148,1005,96.2,High Stress
111,1032,62.7,Moderate Stress
99,1209,57.3,Moderate Stress
85,2973,31.9,Normal
60,3084,11.5,Relaxed
134,643,77.6,High Stress
105,581,65.5,Moderate Stress
139,848,78.2,High Stress
137,480,84.7,High Stress
70,2956,28.3,Relaxed
66,3113,22.4,Normal
96,1590,53.2,Mild Stress
142,682,89.5,High Stress
80,2397,32.4,Normal
92,1947,39.9,Mild Stress
113,1716,54.7,Moderate Stress
97,1049,55.1,Mild Stress
72,2429,27.8,Normal
79,2461,25.9,Normal
144,651,89.3,High Stress
125,1057,67.6,High Stress
124,935,68.7,Moderate Stress
95,1793,46.6,Mild Stress
109,1191,55.8,Moderate Stress
82,3166,25.4,Normal
102,1908,48.8,Mild Stress
81,2145,36.8,Mild Stress
113,963,64.3,Moderate Stress
109,953,62.3,Moderate Stress
69,2660,21.3,Normal
75,2555,27.0,Normal
143,465,88.7,High Stress
109,1006,60.9,Moderate Stress
83,2994,30.2,Normal
87,3162,28.0,Normal
143,407,87.5,High Stress
61,3606,11.8,Relaxed
92,1889,36.0,Mild Stress
70,2685,27.4,Relaxed
72,2636,16.7,Normal
64,3051,23.8,Relaxed
134,666,75.4,High Stress
61,2910,15.0,Relaxed
123,579,76.8,High Stress
56,3011,12.5,Relaxed
74,3289,26.1,Normal
103,766,63.8,Moderate Stress
95,1993,47.1,Mild Stress
76,2411,30.6,Normal
86,2005,42.7,Mild Stress
87,1935,40.8,Mild Stress
60,2666,19.0,Relaxed
108,1217,62.6,Moderate Stress
84,1480,39.7,Mild Stress
141,941,74.0,High Stress
104,892,63.5,Moderate Stress
124,539,73.7,High Stress
64,3341,22.2,Relaxed
107,975,60.8,Moderate Stress
85,1821,37.8,Mild Stress
105,1333,52.4,Moderate Stress
137,223,81.8,High Stress
133,637,78.4,High Stress
64,3060,14.0,Relaxed
87,3320,22.6,Normal
86,2359,40.2,Mild Stress
84,1455,44.6,Mild Stress
93,2261,43.2,Mild Stress
66,3170,18.8,Relaxed
113,1409,60.8,Moderate Stress
90,1601,40.2,Mild Stress
62,3100,14.3,Relaxed
58,3936,7.0,Relaxed
123,611,73.8,High Stress
101,1023,54.0,Moderate Stress
135,434,77.7,High Stress
81,2504,32.6,Normal
62,2708,21.3,Relaxed
61,3191,15.0,Relaxed
69,2457,17.9,Normal
84,2609,36.2,Normal
109,1163,67.7,Moderate Stress
122,642,73.6,High Stress
118,954,65.9,Moderate Stress
129,954,66.2,High Stress
61,3672,10.4,Relaxed
85,3004,36.2,Normal
129,867,71.1,High Stress
66,4095,9.7,Relaxed
116,970,59.6,High Stress
83,2266,38.7,Normal
102,1327,53.3,Moderate Stress
104,1712,52.1,Mild Stress
109,853,65.6,Moderate Stress
75,2080,30.4,Normal
118,1287,64.8,Moderate Stress
120,1045,69.8,Moderate Stress
71,3127,18.0,Normal
74,2094,36.1,Normal
115,1012,60.7,Moderate Stress
66,3128,22.4,Relaxed
135,435,80.7,High Stress
55,2835,13.9,Relaxed
91,2309,38.4,Mild Stress
83,2092,35.6,Normal
70,3128,16.6,Normal
85,1567,44.7,Mild Stress
96,2186,47.3,Mild Stress
99,1705,49.3,Mild Stress
61,3226,16.8,Relaxed
96,2059,45.6,Mild Stress
96,1655,47.2,Mild Stress
65,3233,9.1,Relaxed
90,1952,43.4,Mild Stress
89,2054,40.9,Mild Stress
50,3231,7.0,Relaxed
117,1174,63.6,Moderate Stress
101,1232,57.5,Moderate Stress
107,1296,55.8,Moderate Stress
68,2628,23.4,Normal
75,1851,33.4,Normal
79,2891,31.9,Normal
138,642,83.5,High Stress
103,918,59.1,Moderate Stress
95,1891,39.8,Mild Stress
55,2958,16.2,Relaxed
77,2354,22.5,Normal
53,3161,11.2,Relaxed
95,1952,44.4,Mild Stress
100,1817,46.7,Mild Stress
96,1546,49.6,Mild Stress
67,3321,17.2,Normal
69,3022,22.1,Relaxed
90,2239,38.3,Mild Stress
133,604,81.3,High Stress
138,584,88.7,High Stress
112,1109,62.3,Moderate Stress
123,495,69.6,High Stress
73,2458,32.7,Normal
85,1526,47.1,Mild Stress
92,1877,44.1,Mild Stress
70,3490,16.0,Relaxed
73,2916,18.1,Normal
55,3409,11.2,Relaxed
92,2013,46.5,Mild Stress
110,1422,60.2,Moderate Stress
118,1296,58.9,Moderate Stress
129,350,77.9,High Stress
65,3881,7.2,Relaxed
103,412,64.6,Moderate Stress
101,1413,56.3,Moderate Stress
63,3250,13.2,Relaxed
